iter	RMSE
285	1676.335925
286	1675.81205
287	1675.387509
288	1674.964732
289	1674.440761
290	1673.833926
291	1673.551448
292	1673.263611
293	1672.749653
294	1672.157192
295	1671.68036
296	1671.066504
297	1670.694501
298	1670.2894
299	1669.565447
300	1669.000014
301	1668.565239
302	1668.152164
303	1667.718241
304	1667.104986
305	1666.615906
306	1666.07183
307	1665.800878
308	1665.364572
309	1664.986704
310	1664.456567
311	1664.126237
312	1663.835481
313	1663.477327
314	1663.15961
315	1662.624938
316	1662.301083
317	1662.000463
318	1661.676436
319	1661.239921
320	1660.684624
321	1660.300022
322	1659.981379
323	1659.493153
324	1659.276629
325	1658.84364
326	1658.355102
327	1657.875464
328	1657.62
329	1657.350891
330	1656.921713
331	1656.519885
332	1656.278013
333	1656.026162
334	1655.6466
335	1655.425494
336	1654.929348
337	1654.633352
338	1654.113508
339	1653.715398
340	1653.421362
341	1653.035481
342	1652.601841
343	1652.283479
344	1651.94898
345	1651.558951
346	1651.17255
347	1650.915191
348	1650.521309
349	1650.115377
350	1649.862229
351	1649.46916
352	1649.032335
353	1648.742785
354	1648.292956
355	1648.052631
356	1647.795112
357	1647.526362
358	1647.265604
359	1647.02633
360	1646.537231
361	1646.246072
362	1645.895403
363	1645.580292
364	1645.194148
365	1644.963685
366	1644.437447
367	1644.101065
368	1643.814138
369	1643.508141
370	1642.930347
371	1642.496529
372	1642.190096
373	1641.914021
374	1641.513535
375	1641.277991
376	1641.015676
377	1640.858282
378	1640.562575
379	1640.336964
380	1640.054265
381	1639.803046
382	1639.565549
383	1639.309789
384	1638.86257
385	1638.295306
386	1637.898857
387	1637.66273
388	1637.281571
389	1636.787403
390	1636.442026
391	1636.03607
392	1635.473369
393	1634.967921
394	1634.635889
395	1634.315266
396	1634.042782
397	1633.664488
398	1633.331929
399	1633.035624
400	1632.760227
401	1632.476119
402	1632.237308
403	1631.875098
404	1631.509064
405	1631.148599
406	1630.895114
407	1630.723072
408	1630.546245
409	1630.337654
410	1630.037809
411	1629.794408
412	1629.497155
413	1629.236523
414	1628.849821
415	1628.615624
416	1628.345033
417	1628.097645
418	1627.871616
419	1627.491877
420	1627.03473
421	1626.561165
422	1626.391389
423	1626.089389
424	1625.811096
425	1625.350063
426	1625.066387
427	1624.784833
428	1624.508162
429	1624.336538
430	1624.176808
431	1623.987844
432	1623.7236
433	1623.394688
434	1623.140682
435	1622.85563
436	1622.61074
437	1622.351885
438	1622.100045
439	1621.801957
440	1621.605416
441	1621.25035
442	1620.829257
443	1620.323872
444	1620.087137
445	1619.92491
446	1619.693113
447	1619.186498
448	1618.942026
449	1618.752851
450	1618.613172
451	1618.295231
452	1618.060241
453	1617.660738
454	1617.363134
455	1617.23635
456	1616.797408
457	1616.616636
458	1616.364376
459	1616.089742
460	1615.764428
461	1615.592308
462	1615.3474
463	1615.024287
464	1614.865589
465	1614.623341
466	1614.178214
467	1614.021489
468	1613.7334
469	1613.490568
470	1613.32021
471	1613.136446
472	1612.933939
473	1612.511222
474	1612.138172
475	1611.88589
476	1611.736446
477	1611.470017
478	1611.26669
479	1611.112256
480	1610.740155
481	1610.569941
482	1610.394853
483	1610.123576
484	1609.90978
485	1609.720033
486	1609.489035
487	1609.280509
488	1609.011186
489	1608.719823
490	1608.552566
491	1608.364315
492	1608.087406
493	1607.947713
494	1607.606555
495	1607.143037
496	1606.954937
497	1606.718794
498	1606.366915
499	1606.06772
500	1605.837756
501	1605.533277
502	1605.299099
503	1605.130075
504	1604.783567
505	1604.602589
506	1604.416068
507	1604.187499
508	1603.922248
509	1603.687674
510	1603.577621
511	1603.33232
512	1602.997343
513	1602.666423
514	1602.483538
515	1602.272469
516	1602.043389
517	1601.740027
518	1601.521715
519	1601.294532
520	1601.078482
521	1600.896842
522	1600.744249
523	1600.5683
524	1600.194285
525	1599.956967
526	1599.627974
527	1599.431505
528	1599.143264
529	1598.810378
530	1598.668957
531	1598.533789
532	1598.191342
533	1597.97388
534	1597.666622
535	1597.502385
536	1597.26649
537	1596.987988
538	1596.780741
539	1596.621421
540	1596.344658
541	1596.157528
542	1595.967656
543	1595.705229
544	1595.383565
545	1595.099797
546	1594.896563
547	1594.643424
548	1594.505912
549	1594.401449
550	1594.263834
551	1593.922581
552	1593.634536
553	1593.448331
554	1593.236932
555	1593.018025
556	1592.751732
557	1592.551848
558	1592.385801
559	1592.258856
560	1591.998281
561	1591.861946
562	1591.745269
563	1591.608158
564	1591.432959
565	1591.141233
566	1590.985505
567	1590.723183
568	1590.517984
569	1590.386824
570	1590.135944
571	1589.76932
572	1589.473337
573	1589.186113
574	1588.943302
575	1588.680596
576	1588.511121
577	1588.257939
578	1588.089097
579	1587.839608
580	1587.620698
581	1587.496085
582	1587.391275
583	1587.2709
584	1587.049373
585	1586.850057
586	1586.679963
587	1586.482206
588	1586.253925
589	1586.006624
590	1585.815341
591	1585.590266
592	1585.41589
593	1585.247958
594	1585.105282
595	1584.889046
596	1584.630131
597	1584.521596
598	1584.291476
599	1584.054015
600	1583.750535
601	1583.572399
602	1583.425907
603	1583.243248
604	1582.918143
605	1582.793338
606	1582.684114
607	1582.509674
608	1582.227134
609	1582.08608
610	1581.91912
611	1581.765803
612	1581.625329
613	1581.462056
614	1581.332917
615	1581.139441
616	1581.016765
617	1580.883316
618	1580.740073
619	1580.55118
620	1580.36458
621	1580.257354
622	1580.123272
623	1579.919258
624	1579.76144
625	1579.635649
626	1579.478957
627	1579.149256
628	1578.951815
629	1578.731653
630	1578.440599
631	1578.20799
632	1577.996073
633	1577.861341
634	1577.684114
635	1577.532829
636	1577.220987
637	1576.947398
638	1576.823873
639	1576.568667
640	1576.323678
641	1575.979664
642	1575.847673
643	1575.719761
644	1575.550564
645	1575.248078
646	1575.096736
647	1574.972772
648	1574.794384
649	1574.624072
650	1574.356673
651	1574.13925
652	1573.988703
653	1573.749467
654	1573.463287
655	1573.371331
656	1573.174798
657	1573.003235
658	1572.81293
659	1572.648562
660	1572.497165
661	1572.332999
662	1572.217273
663	1572.094086
664	1571.888115
665	1571.726473
666	1571.615311
667	1571.527679
668	1571.318258
669	1571.112296
670	1570.844472
671	1570.731081
672	1570.634442
673	1570.457291
674	1570.283519
675	1570.118189
676	1569.969725
677	1569.838394
678	1569.591747
679	1569.400443
680	1569.234527
681	1568.983704
682	1568.814024
683	1568.598796
684	1568.408489
685	1568.295007
686	1568.196017
687	1568.000117
688	1567.799159
689	1567.680904
690	1567.610597
691	1567.4391
692	1567.329683
693	1567.115791
694	1566.913655
695	1566.78424
696	1566.564675
697	1566.44764
698	1566.233098
699	1566.07662
700	1565.927067
701	1565.831807
702	1565.643664
703	1565.523595
704	1565.393431
705	1565.252365
706	1565.052313
707	1564.915156
708	1564.673455
709	1564.508559
710	1564.305745
711	1564.101912
712	1563.929942
713	1563.826
714	1563.739621
715	1563.546574
716	1563.382826
717	1563.189046
718	1563.040644
719	1562.736757
720	1562.553019
721	1562.346558
722	1562.17449
723	1562.024858
724	1561.888819
725	1561.794703
726	1561.614421
727	1561.377319
728	1561.251367
729	1561.03838
730	1560.804944
731	1560.611609
732	1560.494616
733	1560.42592
734	1560.262082
735	1560.113091
736	1559.990023
737	1559.809591
738	1559.665331
739	1559.537379
740	1559.471224
741	1559.320992
742	1559.222769
743	1558.967704
744	1558.866954
745	1558.720088
746	1558.583191
747	1558.422788
748	1558.242133
749	1558.126006
750	1558.011569
751	1557.887589
752	1557.762909
753	1557.682123
754	1557.607281
755	1557.509339
756	1557.320488
757	1557.187441
758	1556.974221
759	1556.806238
760	1556.629153
761	1556.538236
762	1556.33296
763	1556.222853
764	1556.083413
765	1555.895798
766	1555.652473
767	1555.529722
768	1555.436853
769	1555.374482
770	1555.268557
771	1555.113589
772	1554.920938
773	1554.790562
774	1554.603936
775	1554.475874
776	1554.362289
777	1554.140387
778	1553.985119
779	1553.819294
780	1553.66006
781	1553.507746
782	1553.247363
783	1553.130944
784	1553.045419
785	1552.828348
786	1552.768243
787	1552.630122
788	1552.498307
789	1552.408662
790	1552.290598
791	1552.163562
792	1552.045651
793	1551.890993
794	1551.624846
795	1551.490516
796	1551.331078
797	1551.160445
798	1550.982442
799	1550.796179
800	1550.686068
801	1550.556155
802	1550.482142
803	1550.382293
804	1550.255371
805	1550.162676
806	1549.908566
807	1549.765448
808	1549.543569
809	1549.373999
810	1549.21194
811	1549.028646
812	1548.920148
813	1548.762928
814	1548.522901
815	1548.408988
816	1548.290942
817	1548.180869
818	1548.086492
819	1547.971791
820	1547.769166
821	1547.602208
822	1547.442749
823	1547.286647
824	1547.172692
825	1547.038626
826	1546.937228
827	1546.871788
828	1546.724522
829	1546.620602
830	1546.532237
831	1546.398883
832	1546.214186
833	1546.016257
834	1545.870663
835	1545.740229
836	1545.595813
837	1545.435049
838	1545.324521
839	1545.173666
840	1545.084962
841	1544.930394
842	1544.817119
843	1544.689782
844	1544.600508
845	1544.46283
846	1544.300126
847	1544.191864
848	1544.104999
849	1544.050311
850	1543.906556
851	1543.696563
852	1543.480495
853	1543.273123
854	1543.128994
855	1542.977427
856	1542.934719
857	1542.814012
858	1542.705425
859	1542.518428
860	1542.430554
861	1542.335863
862	1542.21568
863	1542.108419
864	1541.896884
865	1541.731222
866	1541.63433
867	1541.541845
868	1541.466259
869	1541.366121
870	1541.244921
871	1541.142733
872	1540.92041
873	1540.773474
874	1540.69905
875	1540.602758
876	1540.511086
877	1540.444896
878	1540.385679
879	1540.231768
880	1540.059216
881	1539.936507
882	1539.799097
883	1539.687622
884	1539.488808
885	1539.426072
886	1539.296598
887	1539.152173
888	1539.032451
889	1538.915432
890	1538.675331
891	1538.596631
892	1538.520448
893	1538.391032
894	1538.359736
895	1538.199034
896	1538.040829
897	1537.873228
898	1537.767157
899	1537.673516
900	1537.582913
901	1537.401249
902	1537.312695
903	1537.217823
904	1537.052607
905	1536.939615
906	1536.850359
907	1536.768787
908	1536.635962
909	1536.480915
910	1536.430939
911	1536.370499
912	1536.287405
913	1536.071334
914	1535.859374
915	1535.746052
916	1535.616841
917	1535.473592
918	1535.410644
919	1535.260438
920	1535.148009
921	1535.005397
922	1534.978153
923	1534.868951
924	1534.776231
925	1534.652048
926	1534.52699
927	1534.426219
928	1534.213226
929	1534.133232
930	1534.008684
931	1533.943819
932	1533.838203
933	1533.784118
934	1533.675555
935	1533.524788
936	1533.424834
937	1533.339384
938	1533.222018
939	1533.077778
940	1532.973346
941	1532.889499
942	1532.796824
943	1532.667854
944	1532.500728
945	1532.360854
946	1532.254137
947	1532.186388
948	1532.024556
949	1531.858291
950	1531.765997
951	1531.599783
952	1531.530279
953	1531.328468
954	1531.209042
955	1531.097668
956	1531.042291
957	1530.953537
958	1530.811009
959	1530.657089
960	1530.577016
961	1530.515497
962	1530.451538
963	1530.362009
964	1530.296305
965	1530.192918
966	1530.134311
967	1529.934199
968	1529.874337
969	1529.812555
970	1529.739034
971	1529.637473
972	1529.517229
973	1529.423706
974	1529.280634
975	1529.165441
976	1529.061016
977	1528.992986
978	1528.883514
979	1528.841603
980	1528.702385
981	1528.639105
982	1528.551184
983	1528.456351
984	1528.354835
985	1528.280635
986	1528.189763
987	1528.102393
988	1528.030345
989	1527.964047
990	1527.919811
991	1527.822184
992	1527.68823
993	1527.622371
994	1527.5304
995	1527.437785
996	1527.348341
997	1527.200269
998	1527.163012
999	1527.033032
